,fecha,hora_declarada,ruta,operador,tipo_aeronave,total_abordo,pasajeros_abordo,tripulacion_abordo,total_fatalidades,pasajeros_fatalidades,tripulacion_fatalidades,tierra_fatalidades
249,1931-05-24,2230,"Bellefonte, Pennsylvania",National Air Transport,Boeing 95,1,0,1,1,0,1,0
250,1931-06-07,900,"Near Sandoway, Burma",Air Orient,Fokker F-VIIB,4,0,4,4,0,4,0
251,1931-06-11,,"Walbridge, Ohio",Rubner Flying Service,Lockheed Vega 2,3,1,2,2,0,2,0
252,1931-06-13,,"Saarbrucken, Germany",Deutsche Lufthansa,Dornier Merkur,4,2,2,4,2,2,0
253,1931-07-12,,"Chicago, Illinois",Braniff Airlines,Lockheed Vega,2,0,2,2,0,2,0
254,1931-07-14,,"Temora, Australia",Australian Aerial Services,Lasco Lascowl,2,0,2,2,0,2,0
255,1931-07-21,,"Centralia, Illinois",American Airways,Pitcairn PA-6 Mailwing,1,0,1,1,0,1,0
256,1931-07-24,,"Kurudjevo, Bulgaria",CIDNA,Fokker F-VII,7,5,2,7,5,2,0
257,1931-08-09,840,"Cincinnati, Ohio",American Airways,Ford 5-AT-C Tri Motor,6,4,2,6,4,2,0
258,1931-09-14,2000,"Chicago, Illinois",Chicago-Detroit Airways,Lockheed Vega,1,0,1,1,0,1,0
259,1931-09-15,,"Near Craiova, Oltenia, Romania",CIDNA,Fokker F-VIIb-3m,6,4,2,6,4,2,0
260,1931-09-16,400,"Oakland, California",Pacific Air Transport,Boeing 40,4,3,1,4,3,1,0
261,1931-10-06,,"Novia Scotia, Canada",Deutsche Lufthansa,Heinkel HE-2,3,0,3,3,0,3,0
262,1931-10-14,,Brazil,Syndicato Condor,Dornier Wal,3,0,3,3,0,3,0
263,1931-11-05,648,"Camden, New Jersey","NY, Phil., Washington AW",Lockheed Orion 9,5,4,1,5,4,1,0
264,1931-11-13,,"Sir Lowry's pass, South Africa",Union Airways,De Havilland DH.80,3,2,1,3,2,1,0
265,1931-11-23,,"Salt Lake City, Utah",Boeing Air Transport,Boeing 40,1,0,1,1,0,1,0
266,1931-11-24,,"Near Tsinan, China",China National Aviation Corporation,Stinson,3,1,2,3,1,2,0
267,1931-11-26,2230,"Pasco, Washington",Varney Air Lines,Boeing 40,1,0,1,1,0,1,0
268,1931-12-05,,"Kewanee, Illinois",Braniff Airways,Lockheed Vega 5,6,5,1,2,2,0,0
269,1931-12-06,545,"Bangkok, Thailand",KLM Royal Dutch Airlines,Fokker F-VIIb-3M,7,3,4,5,2,3,0
270,1931-12-09,,Off Algiers,Aeropostale,CAMS 56,2,0,2,2,0,2,0
271,1931-12-31,,"Springfield, Ohio",American Airways,Fairchild Pilgrim 100A,5,4,1,4,4,0,0
272,1932-01-21,,"Colvin Park, Ilinois",Northwest Airways,Stinson SM-2A,1,0,1,1,0,1,0
273,1932-01-29,1600,"Lebec, California",Century Pacific Lines,Stinson SM-6000B,8,7,1,8,7,1,0
274,1932-02-01,,"Off Miami, Florida",Bimini Airways,Fairchild,5,4,1,5,4,1,0
275,1932-02-02,,"Rio Vista, California",Boeing Air Transport,Boeing 40,2,0,2,1,0,1,0
276,1932-02-02,,"Marcellus, Michigan",Transamerican Airlines,Stearman C-3MB,1,0,1,1,0,1,0
277,1932-02-27,,"Off Setiba, Brazil",Aeropostale,Latecoere 28,3,0,3,3,0,3,0
278,1932-03-08,0200,"Saint Louis, Illinois",Century Air Lines,Stinson SM-6000B,5,0,5,3,0,3,0
279,1932-03-19,1930,"Calimesa, California",American Airways,Fokker F-10A,7,5,2,7,5,2,0
280,1932-03-21,,"Steubenville, Ohio",Trans Continental and Western Air,Northrop Alpha 3,1,0,1,1,0,1,0
281,1932-03-29,,"Rutbah Wells, Iraq",Air Orient,Farman F-190,3,1,2,3,1,2,0
282,1932-03-31,,"Bedford, Ohio",National Air Transport,Boeing 95,1,0,1,1,0,1,0
283,1932-04-21,,"Fort Wayne, Indiana",Transamerica Airlines,Stearman C-3MB,1,0,1,1,0,1,0
284,1932-05-16,,"Burbank, California",Pacific Air Transport,Boeing 40,3,2,1,3,2,1,0
285,1932-05-30,1200,"Portland, Oregon",Varney Air Lines,Boeing 40,2,0,2,1,0,1,0
286,1932-07-16,0800,"Mount El Plomo, near Vitacura, Chile",Panagra,Ford 5-AT-C Tri Motor,9,6,3,9,6,3,0
287,1932-08-12,,"Beyrouth, Lebanon",Air Orient,CAMS 53,7,3,4,0,0,0,0
288,1932-08-31,10,"Tubergen, Germany",A B Aerotransport,Junkers G-23,2,0,2,2,0,2,0
289,1932-09-08,0900,"Salt Flats, Texas",American Airways,Fokker F-10,4,2,2,3,1,2,0
290,1932-09-17,600,"Selsdon Park, England",Air Union,Liore-et-Olivier 213,2,0,2,1,0,1,0
291,1932-09-18,,"Byron Bay, Australia",New England Airways,De Havilland DH-80,3,2,1,3,2,1,0
292,1932-10-12,,"Port Etienne, Mauritania",Aeropostale,Latecoere 28,1,0,1,1,0,1,0
293,1932-10-26,,"Villa Monte, Bolivia",Lloyd Aero Boliviano,Ford Tri-motor 5,2,0,2,2,0,2,0
294,1932-10-29,,"Ramsgate, England",Deutsche Lufthansa,Junkers W-33,2,0,2,2,0,2,0
295,1932-11-02,,"Echterpfuhl, Germany",Deutsche Lufthansa,Junkers F-13,5,3,2,5,3,2,0
296,1932-11-25,,"Marianna, Arkansas",Hunter Airways,Travel Air 6000,2,1,1,2,1,1,0
297,1932-12-14,,"Amarillo, Texas",Trans Continental and Western Air,Ford 5,2,0,2,2,0,2,0
298,1932-12-14,,"Rocky Ridge, Colorado",Boeing Air Transport,Boeing 40,1,0,1,1,0,1,0
299,1932-12-26,,"Wau, Australia",Guinea Airways,De Havilland DH-60,1,0,1,1,0,1,0
300,1933-01-10,,Algiers,Aeropostale,CAMS 53,3,0,3,1,0,1,0
301,1933-01-14,,"Newark, New Jersey",Eastern Air Transport,Curtiss Condor 18,2,0,2,2,0,2,0
302,1933-01-20,,"Marietta, Georgia",American Airways,Stearman 4,1,0,1,1,0,1,0
303,1933-01-20,0207,"Bourne, Texas",American Airways,Stearman 4,1,0,1,1,0,1,0
304,1933-01-24,,"Eugene, Oregon",Pacific Air Transport,Ford 5-AT-D,3,1,2,2,0,2,0
305,1933-03-11,,"Near Mendoza, Argentina",Pan American Grace Airways,Fairchild FC-2W,2,0,2,2,0,2,0
306,1933-03-25,2007,"Hayward, California",Varney Airlines,Lockheed Orion 9,3,2,1,3,2,1,11
307,1933-03-28,1430,"Near Dixmude, Belgium",Imperial Airways,Armstrong Whitworth Argosy II,15,12,3,15,12,3,0
308,1933-04-03,,"Hemkenrode, Germany",Deutsche Lufthansa,Junkers F-13,2,1,1,1,1,0,0
309,1933-04-04,1230,"Off Barnegat, New Jersey",Military - U.S. Navy,Goodyear-Zeppelin U.S.S. Akron (airship),76,,,73,,,0
310,1933-04-23,740,"Near Castrovillari, Calabria, Italy",Air Orient,Cams 53-1,8,5,3,5,2,3,0
311,1933-04-29,,"Traunstein, Germany",Eurasia,Junkers W-34,4,2,2,4,2,2,0
312,1933-05-09,1500,"Near Viladrau, Spain",Aeropostale - La Tecoere Company,Latecoere 28-1,6,3,3,6,3,3,0
313,1933-06-04,315,"Bowling Green, Virginia",Eastern Air Transport,Pitcairns PA-6,1,0,1,1,0,1,0
314,1933-06-11,1700,"Glenview, Illinois",Palwaukee,Sikorsky S-38B (flying boat),9,7,2,9,7,2,0
315,1933-07-18,1540,Aegean Sea,Societa Anonima Aero Expresso Italiana,CMASA Wal (flying boat),6,2,4,6,2,4,0
316,1933-08-29,100,"Quay, New Mexico",Trans Continental and Western Air,Ford 5-AT-B Tri Motor,5,3,2,5,3,2,0
317,1933-09-12,,"Near Ljubljana, Yugoslavia",Aeroput,Farman F-306,8,6,2,8,6,2,0
318,1933-10-10,2100,"Chesterton, Indiana",United Air Lines,Boeing 247,10,7,3,10,7,3,0
319,1933-10-31,1120,"Etobon, France",Air France,Farman F-301,5,2,3,2,1,1,0
320,1933-11-09,2235,"Portland, Oregon",United Air Lines,Boeing 247,10,7,3,4,3,1,
321,1933-11-10,,"Moriarty, New Mexico",Trans Continental and Western Air,Northrop Delta,1,0,1,0,0,0,0
322,1933-11-20,,"Near Tsinan, China",China National Aviation Corporation,Stinson,8,7,1,8,7,1,
323,1933-11-21,1500,"Near Kharkov, Ukraine, USSR",Kalinin,Kalinin K-7,20,0,20,14,0,14,0
324,1933-11-24,,"Wedron, Illinois",National Air Transport,Boeing 247,2,0,2,2,0,2,0
325,1933-12-11,1600,"Hamburg, Germany",Deutsche Lufthansa,Focke-Wulf A-17,10,8,2,6,4,2,0
326,1933-12-14,,"Eshowe, South Africa",Union Airways,Junkers W-34,6,4,2,5,3,2,0
327,1933-12-30,1300,"Near Ruysselede, Belgium",Imperial Airways,Avro 10,10,8,2,10,8,2,0
328,1934-01-15,1815,"Corbigny, France",Air France,Dewoitine D-332,14,10,4,14,10,4,0
329,1934-01-20,,"Carombe, France",Air France,Breguet 280T,2,,,2,,,0
330,1934-02-23,1415,"Near Salt Lake City, Utah",Boeing Aircraft Company,Boeing 247,8,5,3,8,5,3,0
331,1934-02-26,,"Rio de Oro, Morocco",Air France,Latécoère 28,6,,,1,,,0
332,1934-03-06,,"Petersburg, Illinois",American Airways,Fairchild Pilgrim 100A,4,3,1,4,3,1.0,0
333,1934-03-10,,"Pereira, Colombia",Pan American Airways (Scadta),Sikorsky S-38 Flying Boat,6,4,2,5,3,2,0
334,1934-03-22,,"Near Lima, Peru",Pan American Grace Airlines,Ford 5-AT-C Tri-Motor,15,12,3,3,0,3,0
335,1934-04-10,,"Ningpo Bay, China",China National Aviation Corporation,Sikorsky S-38BB,3,1,2,3,1,2,0
336,1934-05-09,,English Channel,Air France,Wibault 282T,6,3,3,6,3,3,0
337,1934-05-31,500,"Croydon, England",Air France,Liore-et-Olivier 213,2,0,2,2,0,2,0
338,1934-06-09,1700,"Mongaup Mountain, New York",American Airways,Curtiss Condor T-32,7,4,3,7,4,3,0
339,1934-06-11,1100,"Junin, Argentina",Panagra,Ford 5-AT-C Tri-Motor,10,7,3,6,3,3,0
340,1934-06-22,,"Chausseehausen, Germany",Deutsche Lufthansa,Dornier Merkur,7,5,2,1,0,1,0
341,1934-06-23,600,"Burbank, California",Aerevias Centrales Air Service,Lockheed Orion,1,0,1,1,0,1,0
342,1934-07-09,,"San Bernardino, California",United Air Services,Lockheed Vega,4,3,1,3,2,1,0
343,1934-07-27,950,"Near Tuttlingen, Germany",Swissair,Curtiss AT-32C Condor,12,9,3,12,9,3,0
344,1934-08-05,,"Bahia, Brazil",Air France,Latecoere 26,2,0,2,2,0,2,0
345,1934-08-31,2245,"Amazonia, Missouri",Rapid Air Transport,Stinson  SM-6000B,5,4,1,5,4,1,0
346,1934-10-02,1050,English Channel,Hillman's Airways,de havilland 89 Dragon Rapide,7,6,1,7,6,1,0
347,1934-10-03,,"Near Winton, Australia",Qantas,de Havilland DH-50A,3,2,1,3,2,1,0
348,1934-10-19,,"Bass Strait, Australia",Holymans Airways,de Havilland DH-86,11,9,2,11,9,2,0
349,1934-11-02,,"Kiapit, Australia",Holdens Air Transport Service,De Havilland DH-61,4,2,2,2,2,0,0
350,1934-11-15,2342,"Amazonia, Montana",Rapid Air Transport,Stinson SM-6000-B,2,0,2,2,0,2,0
351,1934-11-15,,"Near Longreach, Australia",Qantas,de Havilland DH-86,4,3,1,4,3,1,0
352,1934-12-07,,"Salchau, Germany",Deutsche Lufthansa,Junkers F-13,3,0,3,3,0,3,0
353,1934-12-08,530,"Columbia, Missouri",Braniff Airlines,Lockheed Vega 5C,1,0,1,1,0,1,0
354,1934-12-10,730,"Palma Soriano, Cuba",Cubana de Aviacion,Ford 4-AT-E Tri-motor,8,5,3,4,2,2,0
355,1934-12-20,333,"Rutbah Wells, Syria",KLM Royal Dutch Airlines,Douglas DC-2-115A,7,3,4,7,3,4,0
356,1934-12-22,252,"Sunbright, Tennessee",American Airlines,Lockheed Orion 9D,1,0,1,1,0,1,0
357,1934-12-31,,,Aeroflot,Tupolev ANT-9,10,8,2,10,8,2,0
358,1935-01-08,,"Near Karachi, Pakistan",Indian Air Force,Wapiti,2,0,2,0,0,2,15
359,1935-01-26,,"Pittsburgh, Pennsylvania",Trans Continental and Western Air,Consolidated Fleetster,1,0,1,1,0,1,0
360,1935-01-31,1900,"Stettin, Germany",Deruluft,Junkers JU-52/3m,11,8,3,11,8,3,0
361,1935-02-12,,"Off Point Sur, Californiia",Military - US Navy,Goodyear-Zeppelin U.S.S. Macon (airship),83,0,83,2,0,2,0
362,1935-03-07,,"Schievelbein, Germany",Deruluft,Rochrbach Roland,3,0,3,0,0,0,0
363,1935-03-15,,"El Arish, Egypt",Misrair,de Havilland Dragon 1,6,5,1,3,2,1,0
364,1935-03-29,,"Off Samland, Germany",Deutsche Lufthansa,Junkers F-13,5,0,5,5,0,5,0
365,1935-04-01,45,"Beauvais, France",Air France,Farman F-300,3,0,3,1,0,1,0
366,1935-04-06,1518,"Brilon, Germany",KLM Royal Dutch Airlines,Fokker F-12,7,2,5,7,2,5,0
367,1935-05-01,1045,"Near Walsenberg, Colorado",Varney Air Lines,Lockheed Vega,1,0,1,1,0,1,0
368,1935-05-06,330,"Atlanta, Missouri",Trans Continental and Western Air,Douglas DC-2-112,14,12,2,5,3,2,0
369,1935-05-18,45,"Near Moscow, Russia",Gor'ky Eskadril'ya,Tupolev ANT-20 / I-5,50,37,13,50,37,13,2
370,1935-05-18,1835,"Flint, Michigan",Knowles Flying Service of Detroit,Ford model 4-AT-E,12,11,1,3,2,1,0
371,1935-05-27,1600,"Glendo, Wyoming",Wyoming Air Service,Boeing 221,1,0,1,1,0,1,0
372,1935-05-28,2225,"Maywood, Illinois",Chicago and Southern Airlines,Stinson SM6000B Tri-motor,2,1,1,2,1,1,0
373,1935-05-29,,"San Barbra, Honduras",,,9,,,6,,,0
374,1935-06-24,1436,"Medellin, Colombia",Servicio Aereo Columbiano / SCADTA,Ford Tri-Motor / Ford Tri-Motor,20,18,2,17,15,2,0
375,1935-07-14,940,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,Fokker F-XXII,20,15,5,6,2,4,0
376,1935-07-19,1420,"Off Chandeleur Island, Mississippi",Wedell-Williams Air Service Corporation,General 102-E,2,1,1,2,1,1,0
377,1935-07-20,1230,"Pian Giacomo, Switzerland",KLM Royal Dutch Airlines,Douglas DC-2,13,9,4,13,9,4,0
378,1935-07-23,,"Cardiff, United Kingdom",Jersey Airways,de Havilland DH-84 Dragon,8,7,1,1,3,0,0
379,1935-07-28,,"El Retiro, Colombia",Fuerza Aerea Colombiana,Junkers W-34,5,3,2,5,3,2,0
380,1935-08-07,800,"Cairo, Egypt",Ala Littoria,Savoia-Marchetti S-66,7,3,4,7,3,4,0
381,1935-08-14,2345,"Near Gilmer, Texas",Delta Air Lines,Stinson Model A,4,3,1,4,3,1,0
382,1935-08-15,2018,"Walakpa, near Point Barrow, Alaska",Private,Lockheed Orion 9E Explorer float plane,2,1,1,2,1,1,0
383,1935-08-15,2008,"Near Glendo, Wyoming",Aero Mayflower Transit Co,"Waco, model YLC",3,2,1,3,2,1,0
384,1935-09-01,2300,"Burbank, California",Western Air Express,Boeing 247,3,0,3,3,0,3,0
385,1935-09-13,900,"Near Tambo, Panama",Panama Airways,Ford Tri-Motor,8,7,1,8,7,1,0
386,1935-10-02,955,"Off Finders Island, Victoria, Australia",Holyman Airways,de Havilland DH-86,5,3,2,5,3,2,0
387,1935-10-07,219,"Near Cheyenne, Wyoming",United Air Lines,Boeing 247D,12,9,3,12,9,3,0
388,1935-10-09,,Gulf of Finland,Aero O-Y,Junkers F-13,6,4,2,6,4,2,0
389,1935-10-21,1100,"Troy, New York",Chamberlin Flying Service,Curtiss AT-32C Condor,6,4,2,1,0,1,0
390,1935-10-30,1940,"Cheyenne, Wyoming",United Air Lines,Boeing B-247-D,4,0,4,4,0,4,0
391,1935-11-02,,"Off Nhambupe, Brazil",Air France,Latécoère 28-1,4,0,4,4,0,4,0
392,1935-11-09,440,"Near Fort Worth, Texas",Braniff Airlines,Lockheed Vega,1,0,1,1,0,1,0
393,1935-11-09,,"Brindisi, Italy",Imperial Airways,Short S-17 Kent,13,10,3,12,9,3,0
394,1935-11-11,,"Istres, France",Air France,Latecoere 28,3,0,3,3,0,3,0
395,1935-12-04,,"Tours, France",Air Bleu,Caudron C-630 Simoun,2,0,2,1,0,1,0
396,1935-12-10,1645,"Croydon, England",Sabena,Savoia-Marchetti SM73,11,7,4,11,7,4,0
397,1935-12-24,,"Wroctaw, Poland",Deutsche Lufthansa,Heinkel He-70,3,2,1,3,2,1,0
398,1935-12-31,1915,"Off Alexandria, Egypt",Imperial Airways,Short S-8 Calcutta flying boat,13,9,4,12,9,1,0
399,1936-01-14,,"Tres Esquinas, Colombia",Military - Fuerza Aerea Colombiana,Junkers JU-52,16,13,3,13,10,3,0
400,1936-01-14,1932,"Goodwin, Arkansas",American Airlines,Douglas DC-2-120,17,14,3,17,14,3,0
401,1936-01-17,,"Near Cordillera, Boliva",Lloyd Aereo Boliviano,Junkers JU-52,13,10,3,13,10,3,0
402,1936-01-21,1000,"Off Ajaccio, Corsica, France",Air France,CAMS 53,6,3,3,6,3,3,0
403,1936-01-29,,"Denton, Texas",American Airlines,Vultee V-1,6,5,1,1,0,1,0
404,1936-02-10,,Atlantic Ocean,Air France,Latecoere 301 (flying boat),6,1,5,6,1,5,0
405,1936-02-15,352,South Atlantic Ocean,Deutsche Lufthansa,Dormier Do-J-Iif Bos Wal flying boat,4,0,4,4,0,4,0
406,1936-03-05,,"Near Tengya, China",China National Aviation Corporation,Ford 5-AT-D Tri-Motor,6,3,3,0,0,0,0
407,1936-03-14,,"Ovalle, Chile",Lan Chile,Fairchild FC-2,5,4,1,5,4,1,0
408,1936-03-26,1100,"Amemeca, Mexico",Mexicana,Ford 5-AT-B Tri Motor,14,10,4,14,10,4,0
409,1936-04-01,1910,"Pavillon, New York",American Airlines,Stinson Model A,2,0,2,2,0,2,0
410,1936-04-07,1020,"Uniontown, Pennsylvania",Trans Continental and Western Air,Douglas DC-2-112,14,11,3,12,10,2,0
411,1936-04-11,520,"Port of Spain, Trinidad",Pan American Airways,Sikorsky S-42A  Flying Boat,25,18,7,3,2,1,0
412,1936-04-15,,"Near Turin, Italy",Avio Linee Italiane,OFM F-VIIb/3m,7,5,2,7,5,2,0
413,1936-04-17,,"Orvin, Switzerland",Deutsche Lufthansa,Junkers JU-52,5,0,5,3,0,3,0
414,1936-04-21,,"Senlis, France",Sabena,Fokker F-VII,2,0,2,2,0,2,0
415,1936-04-30,,"Basel, Switzerland",Swissair,General Aviation GA-43,2,0,2,2,0,2,0
416,1936-05-16,,"Mount Waverley, Australia",Holymans Airways,De Havilland DH-60 Moth,2,0,2,2,0,2,0
417,1936-06-09,,"Malmo, Sweden",A B Aerotransport,Fokker F-XXII,15,11,4,1,1,0,0
418,1936-06-13,,"Hannover, Germany",Deutsche Lufthansa,Junkers JU-160,6,4,2,1,1,0,0
419,1936-06-16,700,"Mt. Lihesten, Norway",Den Norske Luftfartskole,Junkers JU-52/3m,7,3,4,7,3,4,0
420,1936-07-15,,"Zagreb, Croatia",Aeroput,Spartan Cruiser,7,5,2,7,5,2,0
421,1936-07-28,,"Kulyab, Tajikistan",Aeroflot,Tupolev ANT-9,6,4,2,6,4,2,0
422,1936-07-31,1930,"Off Channel Islands, Jersey",Guernsey Airways,Saro A-19 Cloud,10,8,2,10,8,2,0
423,1936-08-02,600,"Mazamet, France",Air France,Wibault 280,3,0,3,3,0,3,0
424,1936-08-03,,"Ciudad Serdan,Mexico",Mexicana,Lockheed 9 Orion,1,0,1,1,0,1,0
425,1936-08-05,2200,"St. Louis, Missouri",Chicago Southern Airlines,Lockheed 10B Electra,8,6,2,8,6,2,0
426,1936-08-06,,"Choco, Colombia",SCADTA,Junkers F-13,3,1,2,2,1,1,0
427,1936-08-12,300,"Altenkirchen, Germany",British Airways,De Havilland DH-86,2,0,2,2,0,2,0
428,1936-08-22,,"Mirabella, Greece",Imperial Airways,Short S-17 Kent,11,8,3,2,2,0,0
429,1936-09-05,2200,"Near Pittsburgh, Pennsylvania",Pittsburgh Skyways Inc.,Stinson SM 6000B,11,10,1,10,9,1,0
430,1936-09-24,,"Benghazi, Libya",Ala Littoria SA,CRDA CANT Z-506,10,7,3,9,7,2,0
431,1936-09-25,,English Channel,Imperial Airways,Boulton and Paul P-71,2,0,2,2,0,2,0
432,1936-09-28,,"Walsenberg, Colorado",Varney Air Lines,Lockheed  5 Vega,3,1,2,3,1,2,0
433,1936-09-29,,"Napierville, Illinois",Blue Bird Air Service,Lockheed Vega 5C,4,3,1,4,3,1,0
434,1936-10-06,,"Francisco Rueda,  Tabasco, Mexico",Mexicana,Lockheed Orion,1,0,1,1,0,1,0
435,1936-10-09,,"Selby, North Yorkshire, United Kingdom",North Sea Aerial and General Transport,Blackburn B-2,1,0,1,1,0,1,0
436,1936-11-01,1500,"Near Tabarz, Germany",Deutsche Lufthansa,Junkers JU-52,15,12,3,11,8,3,0
437,1936-11-17,1400,"Nurnberg, Germany",Deutsche Lufthansa,Junkers JU-52/3m,16,13,3,4,3,1,0
438,1936-11-19,338,"London, England",British Airways,Fokker F-XII,4,0,4,2,0,2,0
439,1936-12-04,1200,"Near Grenoble, France",Deutsche Lufthansa,Junkers JU-52/3m,6,3,3,6,3,3,0
440,1936-12-06,,"Near Moscow, Russia",Deruluft,Antonov AN-9,14,11,3,9,7,2,0
441,1936-12-07,1047,"Off Dakar, French West Africa",Air France,Latécoère 300 (float plane.,5,1,4,5,1,4,0
442,1936-12-09,1030,"Croydon, England",KLM Royal Dutch Airlines,Douglas DC-2-115E,17,13,4,15,12,3,0
443,1936-12-15,314,"Near Salt Lake City, Utah",Western Air Express,Boeing 247D,7,4,3,7,4,3,0
444,1936-12-18,323,"Kellogg, Idaho",Northwest Orient Airlines,Lockheed 10 Electra,2,0,2,2,0,2,0
445,1936-12-19,2047,"Near Milford, Pennsylvania",Eastern Air Lines,Douglas DC-2-112,11,8,3,0,0,0,0
446,1936-12-23,,"Near Dallas, Texas",Braniff Airways,Lockheed 10 Electra,6,4,2,6,4,2,0
447,1936-12-27,1938,"Newhall, California",United Air Lines,Boeing 247D,12,10,2,12,10,2,0
448,1937-01-11,1030,"Near Playa V icente, Veracruz, Mexico",Mexicana,Lockheed 10E Electra,9,6,3,9,6,3,0
449,1937-01-12,1107,"Near Newhall, California",Western Air Express,Boeing 247D,13,11,2,5,4,1,0
450,1937-01-26,1730,"Oran, Algeria",Sabena,Sabca S-73,12,8,4,12,8,4,0
451,1937-02-09,2050,"Off San Francisco, California",United Air Lines,Douglas DC-3A,11,9,2,11,9,2,0
452,1937-02-19,1340,"McPherson Ranges, Queensland, Australia",Airlines of Australia,Stinson Model A,7,5,2,5,3,2,0
453,1937-03-12,,"Bathurst, Gambia",Deutsche Lufthansa,Heinkel He-111V2,4,0,4,4,0,4,0
454,1937-03-24,1400,"Near Ouroux, France",Imperial Airways,Short  S-23 (flying boat),6,1,5,5,1,4,0
455,1937-03-25,1840,"Clifton, Pennsylvania",Trans Continental and Western Air,Douglas DC-2-112,13,10,3,13,10,3,0
456,1937-03-26,,"Wetnum, Germany",Deutsche Lufthansa,Junkers JU-52/3m,6,4,2,0,0,0,0
457,1937-05-06,1925,"Lakehurst, New Jersey",Deutsche Zeppelin Reederei,Zeppelin LZ-129,97,36,61,35,13,22,1
458,1937-05-20,,"Stuttgart, Germany",Deutsche Lufthansa,Heinkel He-70,4,2,2,4,2,2,0
459,1937-06-02,,Desertores Island Región de Los Lagos,Fuerzs Aerea De Chile,Sirkorsky S-43 (flying boat),9,5,4,9,5,4,0
460,1937-06-20,,,ENTA,Travel Air 6000,6,5,1,6,5,1,
461,1937-07-02,,"Off Lae, New Guinea",Private - Purdue Reasearch Foundation,Lockheed 10E Electra,2,0,2,2,0,2,0
462,1937-07-28,1040,"Hal, Belgium",KLM Royal Dutch Airlines,Douglas DC-2-115L,15,10,5,15,10,5,0
463,1937-08-02,,"Wadi Halfa, Sudan",Ala Littoria,Savoia-Marchetti SM73,9,5,4,9,5,4,0
464,1937-08-02,1938,"Off Cristobal, Panama",Pan American Grace Airways,Sikorsky S-43,14,11,3,14,11,3,0
465,1937-08-06,,"Bistrita, Romania",Aeroflot,Douglas DC-2,5,2,3,5,2,3,0
466,1937-08-08,1050,"Chilang Point, Bias Bay, China",China National Aviation Corporation,Sikorsky S-43,11,8,3,3,0,3,0
467,1937-08-10,440,"Daytona Beach, Florida",Eastern Air Lines,Douglas DC-2,9,7,2,4,2,2,0
468,1937-08-23,,"San Luis, Argentina",Pan American Grace Airways,Douglas DC-2,3,0,3,3,0,3,0
469,1937-08-27,,"Wau, Papua New Guinea",Guinea Airways,Stinson SR-7 Reliant,1,0,1,1,0,1,1
470,1937-10-01,,"Phaleron Bay, Greece",Imperial Airways,Short Empire flying boat,14,9,5,2,2,0,0
471,1937-10-06,1225,"Palembang, Netherlands Indies",KLM Royal Dutch Airlines,Douglas DC-3,11,7,4,4,1,3,0
472,1937-10-17,2100,"Haydens Peak, Wyoming",United Air Lines,Douglas DC-3,19,16,3,19,16,3,0
473,1937-10-27,423,Off Western Africa,Air France,Dewoitine D-333,7,2,5,7,2,5,0
474,1937-11-11,,"Warsaw, Poland",Lot Polish Airlines,Lockheed 10 Electra,11,9,2,4,2,2,0
475,1937-11-12,1650,"Mannheim, Germany",Deutsche Lufthansa,Heinkel He-111,12,9,3,10,7,3,0
476,1937-11-12,,"Warsaw, Poland",LOT,Lockhed 10 Electra,11,9,2,4,2,2,
477,1937-11-16,1530,"Ostende, Belgium",Sabena,Junkers JU-52/3m,11,8,3,11,8,3,0
478,1937-11-26,,"Croydon, United Kingdom",Deutsche Lufthansa,Junkers JU-52,3,0,3,3,0,3,0
479,1937-12-04,,"Munich, Germany",Ala Littoria,Junkers JU-52,17,14,3,4,4,0,0
480,1937-12-05,900,"Brindisi Harbor, Italy",Imperial Airways,Short Empire Flying Boat,19,13,6,2,1,1,0
481,1937-12-05,,"Brindisi, Italy",Imperial Airways,Short S-23 (flying boat),8,4,4,2,1,1,0
482,1937-12-08,,"Saint Sauveur, France",Air France,Potez 621,7,6,1,2,1,1,0
483,1937-12-24,1730,"Kasperske Hory, Czechoslovakia",Air France,Wibault 283-T12,3,1,2,3,1,2,0
484,1938-01-04,,"Frankfurt, Germany",Lufthansa,Junkers JU-38,6,3,3,6,3,3,0
485,1938-01-10,1507,"Bozeman, Montana",Northwest Orient Airlines,Lockheed 14H Super Electra,10,8,2,10,8,2,0
486,1938-01-11,803,"Pago Pago, U.S. Samoa",Pan American World Airways,Sikorsky S-42 (flying boat),7,0,7,7,0,7,0
487,1938-01-12,,"North Pine, Ontario, Canada",General Airways,Stinson Reliant SR-9,1,0,1,1,0,1,0
488,1938-02-02,2040,"Off San Clemente Island, California",Military - U.S. Navy / Military - U.S. Navy,Consolidated PBY-2 / Consolidated PBY-2,14,0,14,11,0,11,0
489,1938-02-05,,"Kandalaksha, Russia",TsAGI,V6 (airship),19,0,19,13,0,13,0
490,1938-02-09,,"Guadalupe, Mexico",Mexicana,Lockheed 10 Electra,2,0,0,2,0,0,0
491,1938-02-09,730,"Marseille, France",Air France,Lioré-et-Olivier H-242,12,7,5,8,5,3,0
492,1938-02-13,1430,Mediterranean Sea,Ala Littoria SA,Cant Z-506,14,10,4,14,10,4,0
493,1938-02-22,445,"Pontoise, France",Deutsche Lufthansa,Junkers JU.52,3,0,0,3,0,0,0
494,1938-03-01,2130,"Near Wawona, Cailifornia",Trans Continental and Western Air,Douglas DC-2-112,9,6,3,9,6,3,0
